Age,Revenu,Genre,IMC,Achats,Score_Credit,Nombre_Enfants,Statut_Marital,Ville,Depenses_Mensuelles,Epargne,Temps_Travail,Satisfaction_Client,Anciennete_Client,Score_Sante
64,140816.0,Femme,36.9,23,386,0,Marié,Dakar,19275.0,21540.0,39,5,12,98
77,111347.0,Homme,24.9,37,606,1,Divorcé,Thiès,55606.0,32040.0,33,2,6,24
64,63787.0,Femme,30.7,33,453,2,Divorcé,Kaolack,11658.0,46904.0,32,4,10,14
73,50488.0,Homme,28.6,39,739,2,Divorcé,Saint-Louis,82468.0,31000.0,18,1,6,82
67,89441.0,Homme,23.7,46,563,0,Célibataire,Kaolack,24248.0,29805.0,12,1,12,59
27,37431.0,Femme,27.3,14,720,5,Marié,Thiès,34437.0,2599.0,45,5,12,82
77,76681.0,Femme,28.1,10,792,4,Marié,Kaolack,49727.0,22100.0,57,4,0,22
54,137720.0,Femme,20.8,21,710,3,Marié,Kaolack,28201.0,30509.0,16,3,18,10
17,64153.0,Homme,23.6,23,472,3,Célibataire,Saint-Louis,51150.0,35003.0,31,4,18,58
18,21368.0,Homme,35.0,0,303,2,Marié,Thiès,99891.0,19183.0,23,4,14,84
64,127360.0,Homme,38.0,17,771,1,Marié,Thiès,24999.0,38241.0,57,3,13,33
52,127755.0,Femme,24.6,43,409,1,Marié,Thiès,16376.0,18.0,38,3,2,6
64,71985.0,Femme,23.4,11,336,5,Marié,Dakar,61673.0,858.0,59,4,19,43
71,65069.0,Femme,20.7,42,330,4,Célibataire,Kaolack,13476.0,25992.0,25,2,3,90
32,67326.0,Femme,32.3,27,680,1,Divorcé,Thiès,79902.0,32580.0,57,2,6,63
74,123737.0,Homme,23.8,39,567,3,Divorcé,Kaolack,87994.0,5380.0,43,4,0,22
64,65861.0,Homme,39.7,6,310,1,Marié,Saint-Louis,72878.0,35800.0,19,2,18,57
17,90897.0,Homme,23.8,22,643,4,Marié,Saint-Louis,30615.0,18915.0,16,3,2,19
17,,Homme,25.5,20,843,3,Marié,Dakar,21164.0,40239.0,34,3,19,26
43,83577.0,Femme,30.5,33,465,1,Célibataire,Dakar,49316.0,37487.0,36,2,14,59
69,24078.0,Femme,35.2,10,641,3,Marié,Saint-Louis,78560.0,12943.0,24,3,12,7
38,77768.0,Femme,27.3,21,781,2,Célibataire,Thiès,39559.0,37631.0,41,1,13,66
52,66047.0,Homme,26.1,41,318,2,Marié,Saint-Louis,,36806.0,37,3,6,1
47,86626.0,Homme,39.9,34,483,5,Marié,Kaolack,76800.0,18836.0,18,4,0,21
48,72660.0,Femme,16.3,28,844,2,Divorcé,Dakar,19047.0,35614.0,16,5,12,69
16,147997.0,Femme,37.5,41,309,1,Marié,Dakar,54985.0,40832.0,25,2,3,35
34,132832.0,Homme,19.6,27,491,4,Célibataire,Saint-Louis,82123.0,11394.0,35,2,11,23
77,145406.0,Femme,34.9,17,619,3,Divorcé,Thiès,16577.0,6622.0,44,3,6,11
17,140150.0,Homme,30.8,13,774,0,Célibataire,Thiès,,45063.0,26,3,1,80
68,48320.0,Homme,24.2,17,726,2,Divorcé,Kaolack,13870.0,25280.0,32,5,16,21
59,79881.0,Homme,37.0,27,358,2,Célibataire,Dakar,44094.0,11782.0,17,5,0,82
41,105827.0,Femme,16.3,23,735,0,Divorcé,Saint-Louis,65329.0,1159.0,11,4,13,72
47,117215.0,Femme,21.4,7,396,0,Célibataire,Saint-Louis,19217.0,4626.0,40,1,0,75
21,149461.0,Homme,29.6,41,795,1,Célibataire,Dakar,93138.0,23440.0,41,4,2,95
47,76550.0,Femme,24.4,44,577,3,Marié,Saint-Louis,76141.0,36490.0,38,2,10,94
70,39826.0,Homme,30.6,7,564,2,Divorcé,Dakar,32343.0,11630.0,12,3,6,80
19,115734.0,Homme,16.6,3,308,4,Divorcé,Thiès,60822.0,44042.0,17,4,8,22
70,113511.0,Homme,18.8,26,756,1,Marié,Thiès,23003.0,47656.0,11,3,2,73
26,26653.0,Homme,19.1,35,572,1,Célibataire,Saint-Louis,69538.0,6589.0,40,3,0,62
71,96941.0,Femme,20.5,4,307,4,Célibataire,Thiès,42089.0,48241.0,58,4,18,29
74,48662.0,Homme,27.0,32,507,4,Divorcé,Thiès,63595.0,23233.0,46,4,1,18
32,113818.0,Homme,34.1,48,422,5,Célibataire,Kaolack,93197.0,35011.0,29,5,4,25
78,110081.0,Femme,37.7,33,332,4,Divorcé,Dakar,92318.0,8177.0,38,1,16,89
53,51877.0,Homme,36.0,29,812,0,Divorcé,Dakar,40029.0,34528.0,26,5,18,10
39,126562.0,Homme,20.7,7,503,2,Célibataire,Saint-Louis,89023.0,48970.0,19,1,4,19
20,87715.0,Femme,26.6,38,817,5,Célibataire,Dakar,61324.0,38210.0,50,4,13,55
67,125091.0,Femme,20.8,46,816,0,Célibataire,Kaolack,61962.0,26372.0,31,1,9,44
49,147632.0,Femme,22.3,25,742,5,Marié,Saint-Louis,49042.0,23508.0,15,2,6,67
21,94148.0,Homme,28.1,36,638,2,Divorcé,Saint-Louis,97601.0,14965.0,52,5,7,46
37,98186.0,Femme,17.6,33,737,5,Célibataire,Dakar,86380.0,3236.0,43,5,7,75
26,138629.0,Femme,21.2,6,744,0,Marié,Thiès,94859.0,15611.0,40,5,6,88
78,85316.0,Homme,38.4,39,435,3,Célibataire,Thiès,55957.0,22282.0,21,3,12,57
63,43380.0,Homme,,27,686,2,Divorcé,Thiès,92864.0,41003.0,21,3,13,9
31,125198.0,Homme,26.7,38,324,1,Marié,Thiès,53739.0,15829.0,25,4,18,21
48,17356.0,Homme,16.3,38,805,2,Divorcé,Kaolack,48733.0,8680.0,34,4,10,70
24,85326.0,Homme,21.9,27,624,2,Célibataire,Saint-Louis,55389.0,11340.0,31,3,1,23
75,107447.0,Femme,36.8,13,637,2,Célibataire,Thiès,39715.0,31093.0,36,5,16,65
74,129994.0,Femme,20.0,49,394,3,Célibataire,Kaolack,49116.0,21107.0,33,3,5,95
21,35049.0,Femme,26.0,37,844,0,Marié,Saint-Louis,66922.0,9148.0,21,1,8,84
31,120361.0,Homme,16.3,3,445,1,Marié,Dakar,66251.0,43074.0,27,5,18,60
44,31082.0,Homme,27.5,41,530,0,Marié,Dakar,71794.0,17499.0,54,3,4,6
18,15661.0,Homme,16.5,17,794,5,Marié,Kaolack,27580.0,18165.0,56,4,8,71
35,17920.0,Femme,35.7,43,337,5,Célibataire,Saint-Louis,10823.0,43786.0,25,3,6,37
75,94561.0,Femme,35.8,47,724,5,Célibataire,Thiès,17084.0,25226.0,13,2,3,20
74,23946.0,Homme,34.9,24,736,0,Célibataire,Saint-Louis,87991.0,18260.0,21,3,17,7
51,31309.0,Femme,22.8,6,667,4,Marié,Thiès,20607.0,24916.0,58,5,17,88
34,70230.0,Homme,36.1,37,644,3,Marié,Kaolack,92455.0,43910.0,42,3,19,27
41,126822.0,Femme,29.0,27,459,4,Célibataire,Thiès,94930.0,30480.0,31,4,16,91
18,127340.0,Femme,25.0,4,849,5,Célibataire,Kaolack,86355.0,32191.0,27,1,3,53
78,74321.0,Femme,31.0,2,840,3,Marié,Saint-Louis,21969.0,9546.0,57,2,15,30
34,,Homme,16.3,43,443,0,Divorcé,Saint-Louis,73059.0,36044.0,42,5,4,99
35,89131.0,Femme,19.4,30,644,5,Célibataire,Thiès,27333.0,49600.0,36,4,8,88
47,40963.0,Femme,33.8,46,568,0,Célibataire,Saint-Louis,87236.0,21921.0,51,2,1,40
22,116757.0,Homme,21.9,41,567,3,Célibataire,Thiès,46668.0,48776.0,28,3,1,36
67,114259.0,Femme,30.4,19,468,0,Marié,Saint-Louis,21945.0,36940.0,57,2,3,37
56,54063.0,Homme,25.2,18,332,0,Célibataire,Dakar,56526.0,45951.0,23,1,19,50
48,129225.0,Homme,36.5,47,676,1,Célibataire,Thiès,57717.0,12836.0,34,2,19,75
55,131400.0,Homme,38.9,10,513,4,Célibataire,Kaolack,69426.0,8989.0,43,2,16,36
79,95818.0,Homme,37.2,39,739,4,Célibataire,Dakar,94166.0,13740.0,33,3,19,30
54,19703.0,Homme,22.5,2,791,4,Célibataire,Kaolack,98896.0,30180.0,47,3,18,61
33,87099.0,Femme,20.7,22,692,2,Divorcé,Saint-Louis,88349.0,13102.0,32,5,2,17
55,46585.0,Homme,27.4,6,788,1,Divorcé,Dakar,14601.0,15357.0,14,3,4,89
16,58585.0,Homme,16.2,22,328,5,Célibataire,Saint-Louis,22930.0,48381.0,53,2,9,5
26,41958.0,Homme,16.6,6,338,5,Célibataire,Thiès,14333.0,30255.0,45,1,5,8
43,41017.0,Homme,29.3,45,472,5,Célibataire,Kaolack,80935.0,36094.0,33,3,2,10
72,139677.0,Femme,28.5,33,316,4,Célibataire,Saint-Louis,27839.0,25221.0,45,5,16,94
40,44426.0,Homme,39.9,41,355,4,Marié,Kaolack,61337.0,719.0,14,5,9,1
65,32778.0,Femme,20.8,18,525,1,Marié,Kaolack,50204.0,17906.0,48,2,11,28
38,57229.0,Homme,22.2,8,366,0,Marié,Saint-Louis,30195.0,23140.0,15,3,0,50
46,101652.0,Femme,18.7,47,496,4,Divorcé,Thiès,37848.0,1069.0,54,3,17,68
45,143267.0,Homme,38.0,17,322,5,Célibataire,Kaolack,99229.0,7749.0,45,5,18,22
57,,Homme,34.7,40,536,0,Marié,Saint-Louis,50854.0,12935.0,54,3,19,99
50,99878.0,Femme,35.7,47,437,4,Célibataire,Thiès,60998.0,37655.0,13,2,3,6
22,72056.0,Homme,37.7,44,772,3,Célibataire,Saint-Louis,77390.0,44035.0,19,1,14,55
75,34975.0,Femme,28.6,41,528,2,Divorcé,Thiès,41558.0,30720.0,10,2,8,76
31,103397.0,Homme,26.8,24,616,4,Divorcé,Kaolack,12985.0,27937.0,30,3,5,61
41,48142.0,Femme,23.9,13,500,3,Marié,Dakar,71794.0,18540.0,49,2,11,73
63,41916.0,Homme,30.1,43,557,1,Marié,Saint-Louis,53585.0,7944.0,48,4,17,99
72,79324.0,Homme,26.9,24,779,3,Divorcé,Kaolack,94814.0,48702.0,46,4,14,79
67,,Femme,26.8,18,477,1,Divorcé,Saint-Louis,50264.0,12747.0,12,3,18,14
75,111059.0,Homme,38.5,38,422,4,Célibataire,Saint-Louis,43326.0,10505.0,56,3,8,52
64,113317.0,Homme,39.6,14,641,1,Célibataire,Thiès,94816.0,46217.0,40,1,12,42
17,50046.0,Homme,35.1,15,470,3,Marié,Saint-Louis,69261.0,11697.0,36,2,15,82
16,116459.0,Homme,34.2,26,358,2,Marié,Thiès,44022.0,36907.0,26,1,12,84
63,60893.0,Homme,32.3,39,764,0,Divorcé,Kaolack,25667.0,15221.0,32,3,0,34
77,116520.0,Homme,20.0,9,559,0,Marié,Saint-Louis,28065.0,7087.0,22,3,17,78
27,140818.0,Femme,17.4,3,672,2,Célibataire,Kaolack,97191.0,21462.0,56,5,2,13
20,76272.0,Femme,32.6,18,394,5,Divorcé,Dakar,20006.0,22789.0,36,1,16,92
52,82649.0,Femme,33.5,27,424,0,Célibataire,Kaolack,81819.0,33400.0,29,3,4,68
47,79674.0,Homme,17.1,20,340,4,Divorcé,Saint-Louis,55076.0,2199.0,55,4,5,48
74,101475.0,Femme,38.3,46,553,5,Divorcé,Dakar,78861.0,47316.0,22,5,16,17
70,76367.0,Homme,18.2,13,306,4,Célibataire,Thiès,60393.0,44023.0,53,2,16,50
24,136750.0,Homme,22.9,32,770,3,Marié,Dakar,13143.0,21737.0,33,5,0,0
56,133154.0,Homme,32.1,47,810,3,Marié,Saint-Louis,67505.0,49774.0,50,2,6,26
50,59738.0,Homme,20.1,9,368,5,Marié,Saint-Louis,22417.0,6073.0,12,4,15,63
34,48397.0,Femme,17.3,18,380,5,Marié,Kaolack,41300.0,16744.0,52,2,4,59
63,97189.0,Homme,23.9,29,841,5,Célibataire,Thiès,38896.0,10559.0,19,1,15,90
31,91367.0,Femme,34.4,21,561,5,Divorcé,Saint-Louis,60629.0,32695.0,10,2,3,88
18,135585.0,Homme,25.9,2,388,1,Célibataire,Saint-Louis,37606.0,48865.0,58,2,10,40
35,,Femme,31.7,36,507,5,Marié,Thiès,49916.0,8401.0,22,5,13,20
39,126453.0,Femme,29.9,40,512,5,Marié,Thiès,71330.0,11659.0,23,4,12,13
69,34816.0,Femme,16.5,17,565,3,Célibataire,Kaolack,17551.0,41890.0,42,2,7,19
71,94530.0,Femme,39.7,10,592,4,Divorcé,Dakar,66422.0,13894.0,11,1,19,91
48,123856.0,Femme,17.0,47,506,3,Célibataire,Thiès,77782.0,29160.0,11,5,14,84
39,86635.0,Femme,39.2,1,632,0,Célibataire,Saint-Louis,75391.0,29272.0,48,4,17,86
67,122803.0,Homme,29.2,11,376,1,Célibataire,Thiès,73411.0,24512.0,50,4,6,10
26,50946.0,Femme,39.1,5,587,1,Divorcé,Saint-Louis,83185.0,33645.0,40,3,18,65
64,70204.0,Homme,18.8,42,346,4,Célibataire,Kaolack,10888.0,46543.0,13,1,8,83
23,30563.0,Femme,27.8,39,499,5,Célibataire,Dakar,67135.0,21179.0,43,5,10,23
51,107324.0,Homme,20.1,43,726,3,Marié,Kaolack,39424.0,10691.0,28,5,9,88
53,24847.0,Femme,17.2,28,509,0,Célibataire,Thiès,51559.0,16110.0,46,1,13,36
55,41155.0,Femme,30.8,29,719,3,Marié,Saint-Louis,21075.0,35291.0,18,4,15,85
35,94671.0,Homme,21.0,1,453,5,Marié,Thiès,32699.0,45311.0,33,2,7,23
77,131891.0,Femme,30.1,8,821,5,Marié,Thiès,57972.0,29845.0,22,1,0,14
50,98310.0,Femme,18.7,46,714,2,Divorcé,Thiès,19950.0,39038.0,53,5,11,11
63,146691.0,Femme,24.0,1,652,3,Marié,Thiès,15413.0,24967.0,39,1,2,94
77,49707.0,Homme,34.8,28,456,4,Célibataire,Dakar,49305.0,28478.0,28,4,1,63
40,96537.0,Femme,26.5,32,560,3,Célibataire,Saint-Louis,13569.0,5088.0,50,3,15,30
50,106155.0,Homme,31.1,9,376,1,Marié,Thiès,76778.0,40332.0,19,3,3,52
40,15281.0,Femme,31.5,33,787,0,Marié,Saint-Louis,40085.0,7066.0,51,2,1,93
44,,Femme,36.3,43,430,4,Célibataire,Dakar,86023.0,39313.0,53,2,11,83
33,91260.0,Homme,23.8,7,754,2,Marié,Saint-Louis,93845.0,2321.0,23,4,16,71
79,79178.0,Femme,32.5,36,462,0,Divorcé,Saint-Louis,46163.0,45900.0,49,2,19,43
61,48997.0,Femme,39.1,32,314,0,Marié,Dakar,59592.0,24533.0,57,3,9,29
33,134273.0,Homme,33.5,46,531,1,Divorcé,Thiès,97151.0,24509.0,58,4,19,34
17,147311.0,Femme,27.8,5,494,1,Divorcé,Saint-Louis,67333.0,41098.0,29,4,7,20
69,141945.0,Homme,31.1,43,841,1,Divorcé,Kaolack,18039.0,8294.0,13,4,17,62
50,60272.0,Homme,33.8,39,658,4,Marié,Saint-Louis,18198.0,46321.0,47,1,17,91
31,104393.0,Homme,30.7,44,630,3,Divorcé,Thiès,44354.0,38101.0,53,2,17,16
76,76212.0,Femme,16.4,18,726,0,Divorcé,Kaolack,13824.0,25059.0,59,5,1,11
56,135030.0,Homme,20.7,31,796,3,Marié,Thiès,60420.0,31248.0,48,3,11,17
51,71503.0,Homme,35.5,26,785,3,Divorcé,Saint-Louis,99535.0,40626.0,14,2,9,91
48,21570.0,Femme,22.5,0,748,1,Marié,Dakar,13436.0,20703.0,51,3,7,59
19,83785.0,Homme,33.6,42,712,3,Célibataire,Thiès,50857.0,38157.0,41,2,18,66
48,24110.0,Femme,24.9,32,629,0,Divorcé,Thiès,26057.0,3205.0,15,5,9,14
29,94141.0,Femme,28.5,39,446,0,Marié,Dakar,11310.0,34929.0,23,3,10,15
36,27115.0,Femme,17.6,31,558,5,Célibataire,Saint-Louis,85355.0,17848.0,15,5,13,21
63,54062.0,Femme,20.3,4,591,2,Divorcé,Thiès,88993.0,33411.0,23,3,14,94
35,37911.0,Homme,39.0,16,442,4,Divorcé,Saint-Louis,76013.0,14986.0,21,1,9,62
71,119061.0,Homme,37.4,7,664,3,Marié,Saint-Louis,70022.0,11628.0,36,1,3,30
79,47556.0,Homme,31.7,41,389,4,Célibataire,Saint-Louis,18906.0,38119.0,35,3,6,0
23,143335.0,Homme,27.0,33,463,4,Marié,Dakar,19868.0,4553.0,21,3,10,74
22,16969.0,Homme,32.2,8,780,4,Divorcé,Saint-Louis,28546.0,6518.0,17,5,2,5
18,58753.0,Femme,30.8,22,383,5,Divorcé,Saint-Louis,82855.0,38491.0,19,4,4,86
32,136863.0,Homme,29.6,34,376,4,Divorcé,Kaolack,,7946.0,25,3,1,8
79,25225.0,Homme,17.4,49,816,5,Divorcé,Kaolack,77381.0,610.0,35,2,11,51
48,138008.0,Homme,31.2,6,784,0,Célibataire,Kaolack,33684.0,4302.0,17,2,4,79
63,120823.0,Femme,34.5,14,403,3,Célibataire,Thiès,39858.0,34311.0,50,2,6,61
27,28669.0,Femme,39.9,19,751,5,Marié,Thiès,55330.0,34234.0,54,1,3,57
74,139398.0,Homme,16.3,49,786,2,Marié,Kaolack,69204.0,41876.0,38,5,10,18
66,125677.0,Femme,33.5,24,638,4,Marié,Dakar,35293.0,14656.0,29,1,8,12
37,63320.0,Homme,29.7,2,777,2,Divorcé,Dakar,66869.0,39004.0,26,2,3,31
70,,Homme,26.4,45,522,0,Marié,Kaolack,14629.0,46487.0,28,3,8,99
37,103009.0,Femme,19.1,23,308,0,Célibataire,Thiès,15704.0,18656.0,26,2,11,8
61,43625.0,Femme,25.8,33,352,1,Marié,Thiès,11776.0,41811.0,48,3,15,48
45,39089.0,Homme,24.5,45,376,4,Marié,Dakar,67255.0,4536.0,10,5,0,36
53,51487.0,Homme,23.3,21,802,1,Célibataire,Saint-Louis,58281.0,49871.0,38,4,7,30
53,125448.0,Femme,33.5,10,615,2,Célibataire,Dakar,41236.0,42974.0,23,3,0,30
60,65138.0,Homme,32.8,47,464,3,Divorcé,Saint-Louis,76780.0,19856.0,26,1,19,58
66,69061.0,Femme,30.1,7,578,1,Célibataire,Thiès,11333.0,36410.0,22,2,18,54
69,116376.0,Homme,38.5,38,326,0,Célibataire,Thiès,79205.0,44830.0,38,2,3,18
23,94134.0,Femme,24.4,42,369,4,Marié,Kaolack,93120.0,16447.0,43,2,13,62
42,62055.0,Homme,21.9,34,517,2,Célibataire,Thiès,60946.0,45823.0,36,3,13,1
42,34508.0,Homme,31.7,48,664,5,Divorcé,Saint-Louis,65333.0,33327.0,55,5,8,44
49,125169.0,Femme,20.8,45,605,0,Marié,Dakar,37277.0,34501.0,42,3,8,95
36,23125.0,Homme,23.6,37,423,5,Divorcé,Kaolack,60606.0,8861.0,38,1,16,42
45,51059.0,Homme,21.4,7,318,3,Célibataire,Saint-Louis,11933.0,20278.0,46,2,14,97
48,118409.0,Femme,17.7,36,556,4,Divorcé,Dakar,43514.0,1542.0,48,3,9,0
43,20704.0,Homme,,26,595,3,Divorcé,Dakar,99893.0,42231.0,28,2,16,84
62,126279.0,Homme,22.1,27,321,3,Célibataire,Dakar,72958.0,2415.0,55,1,8,60
79,133516.0,Homme,27.4,39,749,4,Célibataire,Thiès,16827.0,43751.0,33,4,3,2
48,129044.0,Femme,17.0,33,849,4,Marié,Dakar,40844.0,12905.0,23,4,13,90
20,44165.0,Femme,32.8,31,347,5,Marié,Thiès,10792.0,21601.0,56,4,2,43
75,82203.0,Femme,23.9,14,482,3,Marié,Dakar,49695.0,38155.0,46,2,11,6
76,19114.0,Homme,33.9,43,734,2,Célibataire,Dakar,93187.0,21563.0,14,3,0,32
63,51321.0,Homme,25.9,16,406,5,Divorcé,Thiès,52510.0,40955.0,33,2,0,8
34,88297.0,Homme,20.7,32,487,4,Divorcé,Thiès,49137.0,6643.0,43,5,12,29
19,111652.0,Homme,28.3,46,385,0,Marié,Saint-Louis,94610.0,48435.0,59,3,13,17
50,114304.0,Femme,19.1,45,755,5,Marié,Dakar,83410.0,24044.0,40,1,15,55
79,32772.0,Homme,26.6,15,436,1,Célibataire,Thiès,92212.0,11246.0,39,4,6,89
64,118754.0,Homme,23.6,28,635,2,Divorcé,Saint-Louis,49632.0,2458.0,18,3,9,83
79,18712.0,Homme,37.9,8,768,5,Marié,Saint-Louis,46790.0,6028.0,36,3,14,30
32,147439.0,Femme,,32,702,4,Célibataire,Thiès,93568.0,38215.0,37,4,7,71
59,130142.0,Homme,32.7,48,839,4,Marié,Dakar,40885.0,34716.0,51,1,10,62
43,106736.0,Homme,20.4,28,371,2,Célibataire,Saint-Louis,75214.0,6306.0,35,2,13,86
45,66924.0,Homme,23.7,12,323,1,Divorcé,Dakar,86544.0,41019.0,27,2,12,49
44,18726.0,Homme,26.0,20,784,5,Célibataire,Dakar,54870.0,40860.0,45,3,12,88
61,104152.0,Homme,37.8,20,355,5,Marié,Saint-Louis,58110.0,27678.0,17,4,8,0
68,42723.0,Femme,21.8,4,522,3,Marié,Thiès,15171.0,24908.0,27,5,16,81
21,141969.0,Homme,18.2,9,478,0,Divorcé,Dakar,19589.0,12363.0,29,1,17,18
50,115494.0,Homme,23.6,5,733,4,Divorcé,Kaolack,28077.0,14066.0,41,2,18,63
75,50643.0,Homme,18.5,12,749,5,Marié,Thiès,74874.0,48897.0,38,1,12,52
56,118896.0,Homme,19.1,0,791,5,Marié,Saint-Louis,82246.0,48544.0,58,1,11,5
52,108680.0,Homme,29.8,19,488,5,Marié,Kaolack,95772.0,32711.0,57,1,19,16
39,111546.0,Homme,17.5,46,719,1,Divorcé,Dakar,48227.0,189.0,27,4,19,45
44,94973.0,Homme,16.7,45,548,0,Marié,Thiès,24937.0,11752.0,16,4,7,71
64,78449.0,Homme,33.1,7,463,5,Divorcé,Kaolack,19754.0,7482.0,10,4,10,72
61,124834.0,Homme,24.7,9,554,2,Marié,Thiès,35688.0,16679.0,37,3,6,54
68,40537.0,Homme,19.0,8,775,4,Célibataire,Dakar,17048.0,24552.0,42,4,0,90
46,92576.0,Femme,22.1,48,716,3,Célibataire,Thiès,32568.0,799.0,59,3,9,99
50,122522.0,Femme,31.4,40,469,2,Marié,Kaolack,85019.0,25381.0,13,2,14,5
75,37612.0,Femme,22.6,2,616,4,Célibataire,Thiès,27545.0,9934.0,29,2,3,69
48,21471.0,Femme,27.9,10,473,1,Divorcé,Saint-Louis,92949.0,19084.0,45,2,0,67
67,46348.0,Homme,18.9,11,769,0,Célibataire,Saint-Louis,55217.0,41556.0,40,2,10,85
78,16177.0,Femme,30.1,9,644,0,Célibataire,Kaolack,58122.0,9909.0,47,2,4,39
76,47779.0,Femme,23.6,24,744,4,Divorcé,Thiès,43746.0,25931.0,37,4,18,90
36,36636.0,Homme,31.0,48,317,2,Célibataire,Kaolack,18709.0,45183.0,12,5,18,65
47,96889.0,Femme,35.4,48,369,3,Célibataire,Thiès,35358.0,25868.0,15,4,3,8
38,68551.0,Femme,30.7,24,637,1,Marié,Dakar,21023.0,43558.0,54,5,1,10
48,61819.0,Homme,23.1,10,826,4,Divorcé,Saint-Louis,38756.0,13846.0,32,4,6,19
79,88770.0,Homme,22.1,35,755,1,Divorcé,Dakar,73175.0,22257.0,16,2,12,42
18,93714.0,Homme,23.9,38,568,0,Marié,Thiès,64281.0,28013.0,45,1,19,57
79,39596.0,Femme,20.0,25,487,5,Marié,Dakar,59289.0,37482.0,10,5,11,77
33,79106.0,Femme,20.3,13,828,5,Célibataire,Kaolack,68097.0,22875.0,15,1,1,25
40,74182.0,Homme,35.0,38,733,3,Célibataire,Kaolack,86681.0,24717.0,33,2,8,37
57,102163.0,Homme,25.2,39,587,1,Célibataire,Thiès,96728.0,11408.0,46,5,15,93
46,54310.0,Femme,26.5,0,798,4,Marié,Saint-Louis,57259.0,35607.0,54,1,7,35
69,71088.0,Homme,30.3,3,740,3,Divorcé,Kaolack,28839.0,36281.0,45,4,17,98
73,143803.0,Femme,30.2,29,602,2,Célibataire,Saint-Louis,37410.0,27326.0,33,2,3,54
18,51914.0,Homme,17.6,11,386,5,Marié,Thiès,21447.0,13601.0,47,4,10,5
55,125350.0,Homme,36.0,34,737,4,Divorcé,Saint-Louis,96569.0,1135.0,54,4,16,2
61,60379.0,Femme,20.3,12,840,1,Marié,Thiès,85665.0,22741.0,38,2,7,64
39,61413.0,Homme,33.4,30,321,3,Célibataire,Dakar,23907.0,11913.0,46,5,18,63
65,22151.0,Homme,34.5,37,816,4,Marié,Thiès,31637.0,10101.0,54,3,7,57
47,72716.0,Homme,,42,802,3,Marié,Dakar,48196.0,18631.0,41,3,5,57
62,108747.0,Femme,29.9,22,766,3,Marié,Thiès,32369.0,6548.0,34,2,1,17
37,136999.0,Homme,16.4,3,400,3,Marié,Kaolack,12589.0,37284.0,19,3,14,22
38,129793.0,Homme,24.6,15,440,1,Divorcé,Kaolack,33560.0,36870.0,44,1,0,95
17,123177.0,Homme,30.5,6,437,4,Célibataire,Saint-Louis,13034.0,48985.0,34,5,5,28
78,27289.0,Homme,25.3,21,527,0,Divorcé,Thiès,10169.0,27215.0,36,4,18,22
42,101365.0,Homme,36.7,28,580,0,Marié,Thiès,13239.0,37279.0,54,4,3,35
57,129014.0,Homme,23.4,10,730,1,Marié,Thiès,13415.0,19215.0,41,2,12,69
17,87588.0,Femme,23.0,32,339,1,Célibataire,Saint-Louis,95488.0,25582.0,21,4,14,80
41,78646.0,Femme,22.4,28,818,5,Célibataire,Kaolack,86944.0,14024.0,13,1,8,81
32,18654.0,Homme,24.0,38,510,3,Divorcé,Thiès,13484.0,11413.0,51,1,2,94
55,33743.0,Femme,29.4,11,601,4,Divorcé,Saint-Louis,63987.0,16319.0,35,2,1,5
48,63368.0,Femme,33.0,6,385,4,Célibataire,Thiès,28225.0,19446.0,12,4,15,33
24,134735.0,Homme,31.9,38,696,2,Divorcé,Dakar,90459.0,45483.0,26,3,17,43
58,134891.0,Femme,35.4,41,552,2,Marié,Thiès,71104.0,40743.0,18,3,17,43
69,122971.0,Femme,37.3,47,832,0,Marié,Dakar,30936.0,32036.0,38,5,5,26
63,27149.0,Femme,35.6,25,680,2,Célibataire,Saint-Louis,49612.0,12621.0,10,2,17,99
54,115102.0,Femme,16.5,39,743,2,Divorcé,Saint-Louis,94946.0,10511.0,27,5,10,51
44,74189.0,Femme,,8,332,0,Marié,Kaolack,49952.0,19923.0,50,3,6,41
57,86031.0,Femme,21.0,40,559,5,Célibataire,Thiès,68945.0,10558.0,29,3,13,24
70,57668.0,Femme,19.2,33,533,0,Divorcé,Saint-Louis,97399.0,32235.0,50,3,17,73
41,103204.0,Femme,31.3,44,814,2,Marié,Kaolack,15380.0,526.0,43,5,6,38
50,52384.0,Homme,23.7,12,607,4,Divorcé,Thiès,60298.0,1753.0,37,2,9,38
65,96929.0,Homme,17.4,35,369,2,Divorcé,Saint-Louis,96246.0,26248.0,57,1,7,11
40,142959.0,Femme,19.3,24,753,3,Divorcé,Dakar,90821.0,14656.0,44,1,13,10
39,91153.0,Femme,,23,738,3,Célibataire,Saint-Louis,37260.0,23266.0,25,3,17,2
28,90388.0,Homme,37.7,43,663,3,Marié,Dakar,42879.0,10220.0,30,2,4,21
75,46401.0,Femme,16.6,16,780,5,Célibataire,Kaolack,26143.0,18038.0,22,2,13,3
73,134503.0,Femme,21.0,1,443,1,Marié,Kaolack,59744.0,12741.0,44,4,9,7
22,142834.0,Homme,26.0,12,323,3,Marié,Thiès,82949.0,4841.0,51,4,14,13
72,49084.0,Homme,24.6,30,724,4,Célibataire,Thiès,41578.0,36809.0,41,5,5,83
51,125641.0,Homme,37.9,28,474,5,Célibataire,Thiès,90262.0,30575.0,59,4,8,87
60,120111.0,Femme,17.0,49,624,1,Marié,Kaolack,,41733.0,47,5,9,13
